"OrthologGroup" "Species1" "GeneSpecies1" "Species2" "GeneSpecies2" "Species1pVal" "Species2pval" "MaxpVal"
"OG0016851" "Lodge" "Pinsyl_asmbl_84187.p1.p1" "Scots" "Pinsyl_asmbl_84187.p1.p1" " 8.33e-46" " 1.01e-51" " 8.33e-46"
"OG0005569" "Lodge" "Pinsyl_asmbl_7700.p1.p1" "Scots" "Pinsyl_asmbl_7700.p1.p1" " 6.86e-46" " 8.90e-46" " 8.90e-46"
"OG0007208" "Lodge" "Pinsyl_asmbl_15210.p1.p1" "Scots" "Pinsyl_asmbl_15210.p1.p1" " 1.03e-45" " 1.25e-50" " 1.03e-45"
"OG0019384" "Lodge" "Pinsyl_asmbl_66122.p1.p1" "Scots" "Pinsyl_asmbl_66122.p1.p1" " 1.60e-47" " 2.19e-45" " 2.19e-45"
"OG0006154" "Lodge" "Pinsyl_asmbl_110466.p1.p1" "Scots" "Pinsyl_asmbl_110466.p1.p1" " 6.84e-50" " 2.70e-45" " 2.70e-45"
"OG0014808" "Lodge" "Pinsyl_asmbl_104101.p1.p1" "Scots" "Pinsyl_asmbl_104101.p1.p1" " 3.61e-46" " 5.09e-45" " 5.09e-45"
"OG0005343" "Lodge" "Pinsyl_asmbl_35225.p1.p1" "Scots" "Pinsyl_asmbl_35225.p1.p1" " 9.28e-46" " 2.73e-44" " 2.73e-44"
"OG0019499" "Lodge" "Pinsyl_asmbl_118801.p1.p1" "Scots" "Pinsyl_asmbl_118801.p1.p1" " 3.48e-44" " 2.02e-44" " 3.48e-44"
"OG0020656" "Lodge" "Pinsyl_asmbl_33021.p1.p1" "Scots" "Pinsyl_asmbl_33021.p1.p1" " 1.02e-47" " 8.36e-44" " 8.36e-44"
"OG0016944" "Lodge" "Pinsyl_asmbl_115979.p1.p1" "Scots" "Pinsyl_asmbl_115979.p1.p1" " 1.35e-43" " 7.89e-48" " 1.35e-43"
"OG0009219" "Lodge" "Pinsyl_asmbl_58945.p1.p1" "Scots" "Pinsyl_asmbl_58945.p1.p1" " 4.97e-45" " 1.58e-43" " 1.58e-43"
"OG0015155" "Lodge" "Pinsyl_asmbl_26448.p1.p1" "Scots" "Pinsyl_asmbl_26448.p1.p1" " 6.24e-45" " 3.73e-43" " 3.73e-43"
"OG0001445" "Lodge" "Pinsyl_asmbl_23686.p1.p1" "Scots" "Pinsyl_asmbl_23686.p1.p1" " 8.10e-47" " 4.01e-43" " 4.01e-43"
"OG0007163" "Lodge" "Pinsyl_asmbl_137542.p1.p1" "Scots" "Pinsyl_asmbl_137542.p1.p1" " 4.43e-43" " 3.37e-50" " 4.43e-43"
"OG0017293" "Lodge" "Pinsyl_asmbl_110351.p1.p1" "Scots" "Pinsyl_asmbl_110351.p1.p1" " 2.57e-45" " 6.36e-43" " 6.36e-43"
"OG0011751" "Lodge" "Pinsyl_asmbl_104257.p1.p1" "Scots" "Pinsyl_asmbl_104257.p1.p1" " 1.40e-43" " 2.17e-42" " 2.17e-42"
"OG0019700" "Lodge" "Pinsyl_asmbl_79202.p1.p1" "Scots" "Pinsyl_asmbl_79202.p1.p1" " 1.45e-44" " 3.83e-42" " 3.83e-42"
"OG0015078" "Lodge" "Pinsyl_asmbl_128856.p1.p1" "Scots" "Pinsyl_asmbl_128856.p1.p1" " 4.53e-42" " 2.06e-51" " 4.53e-42"
"OG0002182" "Lodge" "Pinsyl_asmbl_101039.p1.p1" "Scots" "Pinsyl_asmbl_101039.p1.p1" " 7.28e-42" " 2.75e-42" " 7.28e-42"
"OG0016876" "Lodge" "Pinsyl_asmbl_129073.p1.p1" "Scots" "Pinsyl_asmbl_129073.p1.p1" " 2.67e-43" " 7.66e-42" " 7.66e-42"
"OG0020131" "Lodge" "Pinsyl_asmbl_67936.p1.p1" "Scots" "Pinsyl_asmbl_67936.p1.p1" " 3.03e-43" " 6.75e-41" " 6.75e-41"
"OG0020040" "Lodge" "Pinsyl_asmbl_12912.p1.p1" "Scots" "Pinsyl_asmbl_12912.p1.p1" " 7.66e-41" " 1.19e-40" " 1.19e-40"
"OG0020665" "Lodge" "Pinsyl_asmbl_52834.p1.p1" "Scots" "Pinsyl_asmbl_52834.p1.p1" " 2.08e-46" " 1.31e-40" " 1.31e-40"
"OG0012755" "Lodge" "Pinsyl_asmbl_41059.p1.p1" "Scots" "Pinsyl_asmbl_41059.p1.p1" " 3.20e-40" " 3.69e-42" " 3.20e-40"
"OG0017168" "Lodge" "Pinsyl_asmbl_50053.p1.p1" "Scots" "Pinsyl_asmbl_50053.p1.p1" " 1.03e-41" " 3.69e-40" " 3.69e-40"
"OG0002547" "Lodge" "Pinsyl_asmbl_15331.p1.p1" "Scots" "Pinsyl_asmbl_15331.p1.p1" " 4.51e-40" " 7.56e-44" " 4.51e-40"
"OG0009118" "Lodge" "Pinsyl_asmbl_33145.p1.p1" "Scots" "Pinsyl_asmbl_33145.p1.p1" " 1.10e-39" " 1.14e-46" " 1.10e-39"
"OG0012674" "Lodge" "Pinsyl_asmbl_136774.p2.p1" "Scots" "Pinsyl_asmbl_136774.p2.p1" " 1.47e-49" " 1.34e-39" " 1.34e-39"
"OG0015524" "Lodge" "Pinsyl_asmbl_105430.p1.p1" "Scots" "Pinsyl_asmbl_105430.p1.p1" " 8.34e-40" " 1.35e-39" " 1.35e-39"
"OG0019579" "Lodge" "Pinsyl_asmbl_20161.p1.p1" "Scots" "Pinsyl_asmbl_20161.p1.p1" " 2.96e-39" " 3.93e-41" " 2.96e-39"
"OG0009462" "Lodge" "Pinsyl_asmbl_110744.p1.p1" "Scots" "Pinsyl_asmbl_110744.p1.p1" " 7.25e-39" " 2.14e-41" " 7.25e-39"
"OG0015142" "Lodge" "Pinsyl_asmbl_142435.p1.p1" "Scots" "Pinsyl_asmbl_142435.p1.p1" " 3.60e-38" " 5.78e-39" " 3.60e-38"
"OG0002270" "Lodge" "Pinsyl_asmbl_129413.p1.p1" "Scots" "Pinsyl_asmbl_129413.p1.p1" " 7.33e-38" " 2.14e-43" " 7.33e-38"
"OG0006897" "Lodge" "Pinsyl_asmbl_18693.p1.p1" "Scots" "Pinsyl_asmbl_18693.p1.p1" " 1.91e-37" " 6.57e-40" " 1.91e-37"
"OG0020622" "Lodge" "Pinsyl_asmbl_21825.p1.p1" "Scots" "Pinsyl_asmbl_21825.p1.p1" " 7.26e-38" " 3.08e-37" " 3.08e-37"
"OG0006791" "Lodge" "Pinsyl_asmbl_53292.p1.p1" "Scots" "Pinsyl_asmbl_53292.p1.p1" " 3.73e-37" " 8.05e-38" " 3.73e-37"
"OG0024940" "Lodge" "Pinsyl_asmbl_63723.p1.p1" "Scots" "Pinsyl_asmbl_63723.p1.p1" " 2.94e-36" " 5.08e-39" " 2.94e-36"
"OG0005747" "Lodge" "Pinsyl_asmbl_103162.p1.p1" "Scots" "Pinsyl_asmbl_103162.p1.p1" " 4.86e-38" " 7.55e-36" " 7.55e-36"
"OG0020390" "Lodge" "Pinsyl_asmbl_64713.p1.p1" "Scots" "Pinsyl_asmbl_64713.p1.p1" " 2.23e-35" " 6.07e-38" " 2.23e-35"
"OG0005938" "Lodge" "Pinsyl_asmbl_67427.p1.p1" "Scots" "Pinsyl_asmbl_67427.p1.p1" " 1.05e-36" " 3.31e-35" " 3.31e-35"
"OG0020234" "Lodge" "Pinsyl_asmbl_67042.p1.p1" "Scots" "Pinsyl_asmbl_67042.p1.p1" " 5.04e-35" " 2.32e-35" " 5.04e-35"
"OG0005171" "Lodge" "Pinsyl_asmbl_6221.p1.p1" "Scots" "Pinsyl_asmbl_6221.p1.p1" " 9.63e-35" " 4.98e-36" " 9.63e-35"
"OG0019642" "Lodge" "Pinsyl_asmbl_46141.p1.p1" "Scots" "Pinsyl_asmbl_46141.p1.p1" " 2.17e-34" " 1.75e-39" " 2.17e-34"
"OG0015380" "Lodge" "Pinsyl_asmbl_44587.p1.p1" "Scots" "Pinsyl_asmbl_44587.p1.p1" " 2.20e-34" " 1.39e-36" " 2.20e-34"
"OG0015218" "Lodge" "Pinsyl_asmbl_22537.p1.p1" "Scots" "Pinsyl_asmbl_22537.p1.p1" " 2.47e-34" " 5.70e-36" " 2.47e-34"
"OG0014057" "Lodge" "Pinsyl_asmbl_48621.p1.p1" "Scots" "Pinsyl_asmbl_48621.p1.p1" " 8.85e-35" " 3.34e-34" " 3.34e-34"
"OG0017020" "Lodge" "Pinsyl_asmbl_132854.p1.p1" "Scots" "Pinsyl_asmbl_132854.p1.p1" " 5.28e-34" " 2.14e-37" " 5.28e-34"
"OG0004928" "Lodge" "Pinsyl_asmbl_74135.p1.p1" "Scots" "Pinsyl_asmbl_74135.p1.p1" " 1.23e-33" " 2.67e-34" " 1.23e-33"
"OG0013996" "Lodge" "Pinsyl_asmbl_137179.p1.p1" "Scots" "Pinsyl_asmbl_137179.p1.p1" " 1.18e-40" " 1.53e-33" " 1.53e-33"
"OG0010007" "Lodge" "Pinsyl_asmbl_73196.p1.p1" "Scots" "Pinsyl_asmbl_73196.p1.p1" " 2.38e-33" " 1.80e-33" " 2.38e-33"
"OG0025690" "Lodge" "Pinsyl_asmbl_122669.p2.p1" "Scots" "Pinsyl_asmbl_122669.p2.p1" " 4.18e-33" " 5.43e-50" " 4.18e-33"
"OG0019901" "Lodge" "Pinsyl_asmbl_109318.p1.p1" "Scots" "Pinsyl_asmbl_109318.p1.p1" " 1.35e-32" " 1.52e-35" " 1.35e-32"
"OG0004335" "Lodge" "Pinsyl_asmbl_85200.p1.p1" "Scots" "Pinsyl_asmbl_85200.p1.p1" " 6.84e-35" " 1.75e-32" " 1.75e-32"
"OG0020413" "Lodge" "Pinsyl_asmbl_85858.p1.p1" "Scots" "Pinsyl_asmbl_85858.p1.p1" " 1.73e-34" " 1.90e-32" " 1.90e-32"
"OG0019927" "Lodge" "Pinsyl_asmbl_116854.p1.p1" "Scots" "Pinsyl_asmbl_116854.p1.p1" " 8.95e-34" " 2.15e-32" " 2.15e-32"
"OG0011815" "Lodge" "Pinsyl_asmbl_1925.p1.p1" "Scots" "Pinsyl_asmbl_1925.p1.p1" " 1.67e-40" " 2.90e-32" " 2.90e-32"
"OG0008161" "Lodge" "Pinsyl_asmbl_1999.p1.p1" "Scots" "Pinsyl_asmbl_1999.p1.p1" " 3.45e-32" " 1.18e-32" " 3.45e-32"
"OG0005660" "Lodge" "Pinsyl_asmbl_13937.p1.p1" "Scots" "Pinsyl_asmbl_13937.p1.p1" " 4.00e-32" " 5.08e-33" " 4.00e-32"
"OG0003867" "Lodge" "Pinsyl_asmbl_41420.p1.p1" "Scots" "Pinsyl_asmbl_41420.p1.p1" " 1.08e-31" " 4.04e-34" " 1.08e-31"
"OG0006166" "Lodge" "Pinsyl_asmbl_131070.p1.p1" "Scots" "Pinsyl_asmbl_131070.p1.p1" " 7.34e-35" " 1.30e-31" " 1.30e-31"
"OG0005826" "Lodge" "Pinsyl_asmbl_127727.p1.p1" "Scots" "Pinsyl_asmbl_127727.p1.p1" " 3.00e-36" " 1.45e-31" " 1.45e-31"
"OG0003851" "Lodge" "Pinsyl_asmbl_89045.p1.p1" "Scots" "Pinsyl_asmbl_89045.p1.p1" " 1.45e-31" " 3.23e-34" " 1.45e-31"
"OG0008093" "Lodge" "Pinsyl_asmbl_96923.p1.p1" "Scots" "Pinsyl_asmbl_96923.p1.p1" " 9.58e-35" " 4.47e-31" " 4.47e-31"
"OG0012718" "Lodge" "Pinsyl_asmbl_25224.p1.p1" "Scots" "Pinsyl_asmbl_25224.p1.p1" " 4.95e-31" " 5.22e-35" " 4.95e-31"
"OG0010775" "Lodge" "Pinsyl_asmbl_11962.p1.p1" "Scots" "Pinsyl_asmbl_11962.p1.p1" " 5.02e-31" " 5.21e-31" " 5.21e-31"
"OG0017428" "Lodge" "Pinsyl_asmbl_42724.p1.p1" "Scots" "Pinsyl_asmbl_42724.p1.p1" " 6.12e-37" " 9.32e-31" " 9.32e-31"
"OG0009169" "Lodge" "Pinsyl_asmbl_91420.p1.p1" "Scots" "Pinsyl_asmbl_91420.p1.p1" " 1.04e-30" " 2.72e-31" " 1.04e-30"
"OG0017186" "Lodge" "Pinsyl_asmbl_75779.p1.p1" "Scots" "Pinsyl_asmbl_75779.p1.p1" " 2.52e-32" " 1.60e-30" " 1.60e-30"
"OG0007359" "Lodge" "Pinsyl_asmbl_77410.p1.p1" "Scots" "Pinsyl_asmbl_77410.p1.p1" " 2.44e-29" " 5.03e-30" " 2.44e-29"
"OG0017248" "Lodge" "Pinsyl_asmbl_7401.p1.p1" "Scots" "Pinsyl_asmbl_7401.p1.p1" " 1.52e-28" " 5.33e-31" " 1.52e-28"
"OG0020295" "Lodge" "Pinsyl_asmbl_85972.p1.p1" "Scots" "Pinsyl_asmbl_85972.p1.p1" " 2.74e-28" " 1.02e-27" " 1.02e-27"
"OG0015248" "Lodge" "Pinsyl_asmbl_40724.p1.p1" "Scots" "Pinsyl_asmbl_40724.p1.p1" " 1.28e-27" " 6.67e-33" " 1.28e-27"
"OG0020173" "Lodge" "Pinsyl_asmbl_107623.p1.p1" "Scots" "Pinsyl_asmbl_107623.p1.p1" " 1.49e-27" " 2.09e-30" " 1.49e-27"
"OG0025629" "Lodge" "Pinsyl_asmbl_35385.p1.p1" "Scots" "Pinsyl_asmbl_35385.p1.p1" " 1.33e-27" " 2.64e-27" " 2.64e-27"
"OG0009948" "Lodge" "Pinsyl_asmbl_6055.p1.p1" "Scots" "Pinsyl_asmbl_6055.p1.p1" " 1.52e-32" " 3.60e-27" " 3.60e-27"
"OG0019622" "Lodge" "Pinsyl_asmbl_115273.p1.p1" "Scots" "Pinsyl_asmbl_115273.p1.p1" " 1.72e-29" " 4.00e-27" " 4.00e-27"
"OG0000773" "Lodge" "Pinsyl_asmbl_129149.p1.p1" "Scots" "Pinsyl_asmbl_129149.p1.p1" " 6.21e-28" " 4.10e-27" " 4.10e-27"
"OG0003718" "Lodge" "Pinsyl_asmbl_44966.p1.p1" "Scots" "Pinsyl_asmbl_44966.p1.p1" " 1.17e-26" " 2.90e-29" " 1.17e-26"
"OG0020697" "Lodge" "Pinsyl_asmbl_122687.p1.p1" "Scots" "Pinsyl_asmbl_122687.p1.p1" " 1.20e-26" " 9.61e-29" " 1.20e-26"
"OG0020363" "Lodge" "Pinsyl_asmbl_8721.p1.p1" "Scots" "Pinsyl_asmbl_8721.p1.p1" " 1.15e-28" " 2.83e-26" " 2.83e-26"
"OG0011801" "Lodge" "Pinsyl_asmbl_40466.p1.p1" "Scots" "Pinsyl_asmbl_40466.p1.p1" " 2.23e-29" " 3.35e-26" " 3.35e-26"
"OG0015052" "Lodge" "Pinsyl_asmbl_100047.p1.p1" "Scots" "Pinsyl_asmbl_100047.p1.p1" " 1.44e-25" " 1.27e-25" " 1.44e-25"
"OG0020499" "Lodge" "Pinsyl_asmbl_107923.p1.p1" "Scots" "Pinsyl_asmbl_107923.p1.p1" " 5.30e-26" " 2.68e-25" " 2.68e-25"
"OG0000567" "Lodge" "Pinsyl_asmbl_30098.p1.p1" "Scots" "Pinsyl_asmbl_30098.p1.p1" " 1.07e-25" " 3.47e-25" " 3.47e-25"
"OG0007003" "Lodge" "Pinsyl_asmbl_89371.p1.p1" "Scots" "Pinsyl_asmbl_89371.p1.p1" " 4.55e-25" " 1.47e-27" " 4.55e-25"
"OG0019894" "Lodge" "Pinsyl_asmbl_32346.p1.p1" "Scots" "Pinsyl_asmbl_32346.p1.p1" " 3.69e-25" " 5.99e-25" " 5.99e-25"
"OG0007985" "Lodge" "Pinsyl_asmbl_60673.p1.p1" "Scots" "Pinsyl_asmbl_60673.p1.p1" " 2.30e-25" " 9.08e-25" " 9.08e-25"
"OG0013797" "Lodge" "Pinsyl_asmbl_96180.p1.p1" "Scots" "Pinsyl_asmbl_96180.p1.p1" " 1.19e-24" " 6.71e-28" " 1.19e-24"
"OG0019994" "Lodge" "Pinsyl_asmbl_74925.p1.p1" "Scots" "Pinsyl_asmbl_74925.p1.p1" " 1.31e-24" " 1.36e-29" " 1.31e-24"
"OG0020498" "Lodge" "Pinsyl_asmbl_108011.p1.p1" "Scots" "Pinsyl_asmbl_108011.p1.p1" " 2.12e-24" " 3.52e-24" " 3.52e-24"
"OG0020564" "Lodge" "Pinsyl_asmbl_5358.p1.p1" "Scots" "Pinsyl_asmbl_5358.p1.p1" " 6.55e-29" " 4.48e-24" " 4.48e-24"
"OG0006867" "Lodge" "Pinsyl_asmbl_32901.p1.p1" "Scots" "Pinsyl_asmbl_32901.p1.p1" " 3.19e-24" " 5.83e-24" " 5.83e-24"
"OG0020224" "Lodge" "Pinsyl_asmbl_6263.p1.p1" "Scots" "Pinsyl_asmbl_6263.p1.p1" " 1.66e-24" " 6.89e-24" " 6.89e-24"
"OG0025608" "Lodge" "Pinsyl_asmbl_4472.p1.p1" "Scots" "Pinsyl_asmbl_4472.p1.p1" " 3.74e-26" " 7.54e-24" " 7.54e-24"
"OG0004008" "Lodge" "Pinsyl_asmbl_99814.p1.p1" "Scots" "Pinsyl_asmbl_99814.p1.p1" " 1.31e-23" " 4.08e-28" " 1.31e-23"
"OG0014028" "Lodge" "Pinsyl_asmbl_127277.p1.p1" "Scots" "Pinsyl_asmbl_127277.p1.p1" " 3.08e-23" " 1.16e-26" " 3.08e-23"
"OG0009986" "Lodge" "Pinsyl_asmbl_3123.p1.p1" "Scots" "Pinsyl_asmbl_3123.p1.p1" " 1.17e-24" " 6.63e-23" " 6.63e-23"
"OG0016985" "Lodge" "Pinsyl_asmbl_109385.p1.p1" "Scots" "Pinsyl_asmbl_109385.p1.p1" " 8.91e-23" " 1.03e-23" " 8.91e-23"
"OG0012773" "Lodge" "Pinsyl_asmbl_117840.p1.p1" "Scots" "Pinsyl_asmbl_117840.p1.p1" " 1.78e-23" " 1.16e-22" " 1.16e-22"
"OG0002503" "Lodge" "Pinsyl_asmbl_16088.p1.p1" "Scots" "Pinsyl_asmbl_16088.p1.p1" " 7.51e-22" " 3.43e-26" " 7.51e-22"
"OG0020087" "Lodge" "Pinsyl_asmbl_16440.p1.p1" "Scots" "Pinsyl_asmbl_16440.p1.p1" " 8.04e-22" " 2.82e-22" " 8.04e-22"
"OG0020060" "Lodge" "Pinsyl_asmbl_115919.p1.p1" "Scots" "Pinsyl_asmbl_115919.p1.p1" " 6.57e-23" " 1.16e-21" " 1.16e-21"
"OG0020223" "Lodge" "Pinsyl_asmbl_6064.p1.p1" "Scots" "Pinsyl_asmbl_6064.p1.p1" " 1.85e-21" " 7.90e-22" " 1.85e-21"
"OG0007818" "Lodge" "Pinsyl_asmbl_125354.p1.p1" "Scots" "Pinsyl_asmbl_125354.p1.p1" " 2.38e-21" " 1.01e-21" " 2.38e-21"
"OG0013946" "Lodge" "Pinsyl_asmbl_127859.p1.p1" "Scots" "Pinsyl_asmbl_127859.p1.p1" " 4.61e-21" " 4.76e-21" " 4.76e-21"
"OG0011480" "Lodge" "Pinsyl_asmbl_103758.p1.p1" "Scots" "Pinsyl_asmbl_103758.p1.p1" " 5.79e-21" " 1.02e-23" " 5.79e-21"
"OG0015071" "Lodge" "Pinsyl_asmbl_84261.p1.p1" "Scots" "Pinsyl_asmbl_84261.p1.p1" " 6.72e-21" " 1.27e-24" " 6.72e-21"
"OG0019602" "Lodge" "Pinsyl_asmbl_140129.p1.p1" "Scots" "Pinsyl_asmbl_140129.p1.p1" " 7.26e-21" " 5.41e-21" " 7.26e-21"
"OG0008436" "Lodge" "Pinsyl_asmbl_71910.p1.p1" "Scots" "Pinsyl_asmbl_71910.p1.p1" " 7.15e-21" " 1.60e-20" " 1.60e-20"
"OG0004092" "Lodge" "Pinsyl_asmbl_68043.p1.p1" "Scots" "Pinsyl_asmbl_68043.p1.p1" " 2.39e-21" " 2.24e-20" " 2.24e-20"
"OG0025569" "Lodge" "Pinsyl_asmbl_5324.p1.p1" "Scots" "Pinsyl_asmbl_5324.p1.p1" " 1.66e-20" " 2.66e-20" " 2.66e-20"
"OG0015115" "Lodge" "Pinsyl_asmbl_81943.p1.p1" "Scots" "Pinsyl_asmbl_81943.p1.p1" " 2.66e-20" " 3.96e-20" " 3.96e-20"
"OG0014005" "Lodge" "Pinsyl_asmbl_87417.p1.p1" "Scots" "Pinsyl_asmbl_87417.p1.p1" " 4.71e-20" " 1.13e-20" " 4.71e-20"
"OG0016939" "Lodge" "Pinsyl_asmbl_116272.p1.p1" "Scots" "Pinsyl_asmbl_116272.p1.p1" " 3.79e-20" " 2.45e-19" " 2.45e-19"
"OG0006666" "Lodge" "Pinsyl_asmbl_118459.p1.p1" "Scots" "Pinsyl_asmbl_118459.p1.p1" " 3.33e-19" " 7.91e-20" " 3.33e-19"
"OG0016902" "Lodge" "Pinsyl_asmbl_48249.p1.p1" "Scots" "Pinsyl_asmbl_48249.p1.p1" " 1.57e-18" " 5.19e-20" " 1.57e-18"
"OG0012939" "Lodge" "Pinsyl_asmbl_97105.p1.p1" "Scots" "Pinsyl_asmbl_97105.p1.p1" " 1.25e-18" " 3.28e-18" " 3.28e-18"
"OG0017543" "Lodge" "Pinsyl_asmbl_77621.p1.p1" "Scots" "Pinsyl_asmbl_77621.p1.p1" " 3.85e-20" " 7.94e-18" " 7.94e-18"
"OG0009785" "Lodge" "Pinsyl_asmbl_1490.p1.p1" "Scots" "Pinsyl_asmbl_1490.p1.p1" " 8.26e-18" " 2.65e-18" " 8.26e-18"
"OG0008743" "Lodge" "Pinsyl_asmbl_59273.p1.p1" "Scots" "Pinsyl_asmbl_59273.p1.p1" " 1.13e-19" " 8.96e-18" " 8.96e-18"
"OG0020641" "Lodge" "Pinsyl_asmbl_3378.p1.p1" "Scots" "Pinsyl_asmbl_3378.p1.p1" " 6.59e-20" " 1.20e-17" " 1.20e-17"
"OG0016805" "Lodge" "Pinsyl_asmbl_57076.p1.p1" "Scots" "Pinsyl_asmbl_57076.p1.p1" " 1.20e-17" " 3.64e-18" " 1.20e-17"
"OG0006012" "Lodge" "Pinsyl_asmbl_2676.p1.p1" "Scots" "Pinsyl_asmbl_2676.p1.p1" " 1.60e-19" " 1.38e-17" " 1.38e-17"
"OG0017209" "Lodge" "Pinsyl_asmbl_84341.p1.p1" "Scots" "Pinsyl_asmbl_84341.p1.p1" " 8.53e-18" " 3.02e-17" " 3.02e-17"
"OG0009971" "Lodge" "Pinsyl_asmbl_41592.p1.p1" "Scots" "Pinsyl_asmbl_41592.p1.p1" " 4.20e-17" " 1.26e-17" " 4.20e-17"
"OG0012664" "Lodge" "Pinsyl_asmbl_35558.p1.p1" "Scots" "Pinsyl_asmbl_35558.p1.p1" " 3.17e-17" " 5.36e-17" " 5.36e-17"
"OG0010685" "Lodge" "Pinsyl_asmbl_82683.p1.p1" "Scots" "Pinsyl_asmbl_82683.p1.p1" " 2.95e-16" " 5.36e-16" " 5.36e-16"
"OG0019440" "Lodge" "Pinsyl_asmbl_30016.p1.p1" "Scots" "Pinsyl_asmbl_30016.p1.p1" " 3.39e-18" " 6.61e-16" " 6.61e-16"
"OG0025273" "Lodge" "Pinsyl_asmbl_38771.p1.p1" "Scots" "Pinsyl_asmbl_38771.p1.p1" " 5.52e-16" " 8.33e-16" " 8.33e-16"
"OG0020285" "Lodge" "Pinsyl_asmbl_92303.p1.p1" "Scots" "Pinsyl_asmbl_92303.p1.p1" " 3.64e-18" " 1.18e-15" " 1.18e-15"
"OG0020000" "Lodge" "Pinsyl_asmbl_95516.p1.p1" "Scots" "Pinsyl_asmbl_95516.p1.p1" " 1.49e-16" " 1.30e-15" " 1.30e-15"
"OG0019391" "Lodge" "Pinsyl_asmbl_18107.p1.p1" "Scots" "Pinsyl_asmbl_18107.p1.p1" " 5.44e-17" " 1.64e-15" " 1.64e-15"
"OG0015503" "Lodge" "Pinsyl_asmbl_8670.p1.p1" "Scots" "Pinsyl_asmbl_8670.p1.p1" " 1.62e-17" " 1.80e-15" " 1.80e-15"
"OG0017014" "Lodge" "Pinsyl_asmbl_104623.p1.p1" "Scots" "Pinsyl_asmbl_104623.p1.p1" " 6.14e-15" " 5.69e-16" " 6.14e-15"
"OG0012410" "Lodge" "Pinsyl_asmbl_19578.p1.p1" "Scots" "Pinsyl_asmbl_19578.p1.p1" " 5.85e-17" " 6.41e-15" " 6.41e-15"
"OG0002557" "Lodge" "Pinsyl_asmbl_84865.p1.p1" "Scots" "Pinsyl_asmbl_84865.p1.p1" " 9.44e-15" " 5.51e-16" " 9.44e-15"
"OG0007122" "Lodge" "Pinsyl_asmbl_112324.p1.p1" "Scots" "Pinsyl_asmbl_112324.p1.p1" " 9.50e-15" " 1.20e-15" " 9.50e-15"
"OG0008857" "Lodge" "Pinsyl_asmbl_46190.p1.p1" "Scots" "Pinsyl_asmbl_46190.p1.p1" " 1.00e-14" " 1.81e-17" " 1.00e-14"
"OG0017179" "Lodge" "Pinsyl_asmbl_52295.p1.p1" "Scots" "Pinsyl_asmbl_52295.p1.p1" " 2.65e-15" " 2.37e-14" " 2.37e-14"
"OG0019510" "Lodge" "Pinsyl_asmbl_93588.p1.p1" "Scots" "Pinsyl_asmbl_93588.p1.p1" " 2.55e-14" " 1.73e-17" " 2.55e-14"
"OG0001055" "Lodge" "Pinsyl_asmbl_45341.p1.p1" "Scots" "Pinsyl_asmbl_45341.p1.p1" " 1.71e-14" " 4.04e-14" " 4.04e-14"
"OG0020615" "Lodge" "Pinsyl_asmbl_131405.p1.p1" "Scots" "Pinsyl_asmbl_131405.p1.p1" " 5.22e-14" " 1.02e-15" " 5.22e-14"
"OG0017452" "Lodge" "Pinsyl_asmbl_59912.p1.p1" "Scots" "Pinsyl_asmbl_59912.p1.p1" " 5.92e-14" " 2.44e-14" " 5.92e-14"
"OG0009065" "Lodge" "Pinsyl_asmbl_63509.p1.p1" "Scots" "Pinsyl_asmbl_63509.p1.p1" " 7.77e-14" " 1.25e-14" " 7.77e-14"
"OG0013942" "Lodge" "Pinsyl_asmbl_3820.p1.p1" "Scots" "Pinsyl_asmbl_3820.p1.p1" " 1.56e-17" " 1.12e-13" " 1.12e-13"
"OG0007255" "Lodge" "Pinsyl_asmbl_10361.p1.p1" "Scots" "Pinsyl_asmbl_10361.p1.p1" " 1.59e-13" " 4.94e-19" " 1.59e-13"
"OG0016839" "Lodge" "Pinsyl_asmbl_116797.p1.p1" "Scots" "Pinsyl_asmbl_116797.p1.p1" " 2.53e-13" " 1.10e-13" " 2.53e-13"
"OG0020220" "Lodge" "Pinsyl_asmbl_5996.p1.p1" "Scots" "Pinsyl_asmbl_5996.p1.p1" " 6.54e-16" " 2.78e-13" " 2.78e-13"
"OG0008352" "Lodge" "Pinsyl_asmbl_6980.p1.p1" "Scots" "Pinsyl_asmbl_6980.p1.p1" " 3.22e-13" " 3.10e-13" " 3.22e-13"
"OG0004862" "Lodge" "Pinsyl_asmbl_20592.p1.p1" "Scots" "Pinsyl_asmbl_20592.p1.p1" " 1.52e-15" " 3.83e-13" " 3.83e-13"
"OG0006659" "Lodge" "Pinsyl_asmbl_24536.p1.p1" "Scots" "Pinsyl_asmbl_24536.p1.p1" " 4.25e-14" " 3.91e-13" " 3.91e-13"
"OG0009526" "Lodge" "Pinsyl_asmbl_117412.p1.p1" "Scots" "Pinsyl_asmbl_117412.p1.p1" " 3.04e-14" " 4.82e-13" " 4.82e-13"
"OG0010813" "Lodge" "Pinsyl_asmbl_1893.p1.p1" "Scots" "Pinsyl_asmbl_1893.p1.p1" " 5.33e-13" " 9.08e-14" " 5.33e-13"
"OG0011869" "Lodge" "Pinsyl_asmbl_49466.p1.p1" "Scots" "Pinsyl_asmbl_49466.p1.p1" " 4.75e-13" " 8.17e-13" " 8.17e-13"
